Altitude_ft,Airspeed_knots,Ejection_Type,Pilot_Posture,Time_of_Day,Weather,Terrain,System_Malfunction,Aircraft_Altitude,G_Force,Ejection_Success,Injury_Level
21155.95,743.27,Conventional,Optimal,Night,Clear,Water,0,Stable,14.4,1,severe
6026.69,401.0,Zero-Zero,Slouched,Night,Rain,Land,0,Stable,8.95,1,Minor
25847.72,377.43,Zero-Zero,Optimal,Day,Rain,Water,0,Stable,13.3,1,severe
35666.86,805.84,Zero-Zero,Optimal,Day,Rain,Land,0,Stable,6.12,1,Minor
21838.87,468.28,Conventional,Optimal,Day,Clear,Water,0,Stable,12.41,1,severe
18658.63,393.36,Conventional,Optimal,Night,Clear,Land,0,Stable,8.6,1,Minor
27210.31,813.79,Conventional,Optimal,Night,Clear,Land,0,Stable,7.5,1,Minor
13169.49,533.18,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,6.21,1,Minor
28840.56,431.75,Conventional,Optimal,Day,Storm,Water,0,Stable,11.68,1,severe
6077.17,663.54,Zero-Zero,Optimal,Day,Rain,Water,0,Stable,9.81,1,severe
10152.89,758.84,Zero-Zero,Optimal,Day,Clear,Water,1,Stable,11.97,1,severe
5415.14,382.38,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,13.81,1,severe
29566.77,566.9,Conventional,Optimal,Day,Rain,Land,0,Stable,7.48,1,Minor
9885.24,375.29,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,10.78,1,severe
5257.52,413.86,Zero-Zero,Optimal,Day,Clear,Mountain,0,Stable,20.0,1,None
10385.22,930.1,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,14.63,1,severe
9775.59,278.24,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,20.0,1,None
5375.31,530.94,Conventional,Optimal,Day,Clear,Water,0,Stable,5.98,1,Minor
14932.1,477.16,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,17.47,1,None
16843.94,854.23,Zero-Zero,Optimal,Night,Rain,Land,0,Stable,12.34,1,severe
7942.23,631.45,Zero-Zero,Optimal,Day,Rain,Land,0,Stable,9.99,1,severe
16376.81,279.45,Zero-Zero,Slouched,Day,Clear,Land,0,Stable,20.0,1,None
6484.49,353.77,Conventional,Optimal,Day,Rain,Land,0,Stable,8.84,1,Minor
14679.8,460.79,Zero-Zero,Optimal,Day,Rain,Land,0,Stable,13.21,1,severe
7859.64,584.09,Zero-Zero,Optimal,Night,Rain,Water,0,Stable,18.22,1,None
14306.81,747.82,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
22095.64,368.82,Conventional,Optimal,Day,Rain,Water,0,Stable,17.03,1,None
8062.91,772.29,Zero-Zero,Slouched,Day,Clear,Water,0,Stable,20.0,1,None
11172.66,667.31,Zero-Zero,Optimal,Day,Rain,Land,0,Stable,9.41,1,severe
8237.06,804.98,Zero-Zero,Optimal,Day,Rain,Land,1,Stable,5.1,1,Minor
8914.75,516.62,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,15.7,1,None
8676.68,377.21,Conventional,Optimal,Night,Clear,Mountain,0,Stable,12.18,1,severe
7114.26,765.78,Zero-Zero,Optimal,Day,Rain,Water,0,Stable,17.69,1,None
6030.57,376.31,Zero-Zero,Optimal,Night,Storm,Water,0,Stable,20.0,1,None
10759.53,694.03,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,9.82,1,severe
38794.5,832.36,Conventional,Optimal,Day,Clear,Water,0,Stable,7.51,1,Minor
35193.55,383.71,Zero-Zero,Optimal,Night,Rain,Land,1,Stable,13.14,1,severe
7993.73,337.21,Conventional,Optimal,Night,Clear,Water,0,Stable,13.07,1,severe
23520.82,883.99,Conventional,Optimal,Day,Clear,Land,0,Stable,19.97,1,None
6108.19,652.02,Zero-Zero,Slouched,Night,Clear,Water,0,Stable,8.87,1,Minor
18784.11,191.91,Zero-Zero,Optimal,Day,Clear,Mountain,0,Stable,8.34,1,Minor
13164.45,608.29,Zero-Zero,Slouched,Day,Rain,Land,1,Stable,11.68,1,severe
12178.98,513.87,Zero-Zero,Slouched,Day,Rain,Water,0,Stable,8.85,1,Minor
15422.92,924.03,Zero-Zero,Slouched,Night,Clear,Water,0,Stable,18.4,1,None
7857.46,588.2,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,5.45,1,Minor
8366.83,720.12,Conventional,Slouched,Night,Clear,Water,0,Stable,20.0,0,Fatal
13924.35,506.41,Zero-Zero,Slouched,Night,Clear,Water,0,Stable,20.0,1,None
17338.84,866.72,Conventional,Optimal,Night,Clear,Land,0,Stable,20.0,1,None
15405.43,661.16,Zero-Zero,Optimal,Day,Storm,Land,0,Stable,6.14,1,Minor
30443.71,732.05,Zero-Zero,Slouched,Night,Clear,Mountain,0,Stable,7.73,1,Minor
8558.23,356.19,Zero-Zero,Optimal,Night,Rain,Water,0,Stable,14.38,1,severe
16296.56,422.94,Zero-Zero,Optimal,Night,Clear,Mountain,0,Stable,12.19,1,severe
12095.53,450.97,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,13.07,1,severe
11154.25,443.06,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,14.7,1,severe
5642.69,917.37,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,16.38,1,None
18395.71,647.36,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,8.45,1,Minor
6088.56,718.49,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,14.47,1,severe
8344.26,546.86,Zero-Zero,Slouched,Day,Clear,Land,0,Stable,11.62,1,severe
12230.14,603.9,Zero-Zero,Optimal,Day,Storm,Land,0,Stable,11.81,1,severe
31717.5,393.83,Conventional,Optimal,Night,Clear,Water,0,Stable,20.0,1,None
7894.86,589.92,Zero-Zero,Slouched,Night,Clear,Land,1,Stable,12.22,1,severe
9324.18,621.31,Conventional,Slouched,Night,Clear,Land,0,Stable,5.99,1,Minor
14469.39,706.04,Conventional,Optimal,Day,Clear,Water,0,Stable,16.94,1,None
12679.99,442.25,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,13.67,1,severe
10359.13,678.87,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,14.64,1,severe
17932.54,828.36,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,7.91,1,Minor
24307.04,374.19,Zero-Zero,Slouched,Day,Rain,Water,1,Stable,10.02,1,severe
6584.85,472.48,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,13.68,1,severe
12690.26,423.87,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,10.9,1,severe
17487.44,383.82,Conventional,Optimal,Day,Rain,Land,0,Stable,13.25,1,severe
11074.42,852.15,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,13.95,1,severe
28217.76,385.28,Zero-Zero,Slouched,Night,Rain,Land,0,Stable,20.0,1,None
5115.76,451.64,Zero-Zero,Slouched,Day,Rain,Land,0,Stable,6.65,1,Minor
21810.08,473.4,Zero-Zero,Optimal,Day,Rain,Mountain,0,Stable,19.22,1,None
30821.87,606.49,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,13.44,1,severe
8948.15,373.93,Conventional,Slouched,Night,Rain,Land,0,Stable,16.32,1,None
7032.41,572.84,Zero-Zero,Slouched,Day,Clear,Land,0,Stable,16.8,1,None
26751.65,486.04,Conventional,Optimal,Day,Clear,Land,0,Stable,5.54,1,Minor
8411.89,468.47,Zero-Zero,Slouched,Day,Clear,Land,0,Stable,20.0,1,None
8873.93,338.36,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,8.42,1,Minor
10835.92,461.75,Zero-Zero,Optimal,Day,Rain,Land,0,Stable,6.58,1,Minor
7503.64,503.85,Conventional,Optimal,Night,Clear,Land,0,Stable,11.78,1,severe
8796.11,514.8,Zero-Zero,Optimal,Day,Rain,Land,0,Stable,10.41,1,severe
7037.37,743.01,Zero-Zero,Optimal,Night,Rain,Land,0,Stable,8.36,1,Minor
6161.44,983.71,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,20.0,1,None
35007.63,387.57,Conventional,Optimal,Day,Rain,Water,0,Stable,14.96,1,severe
6196.41,577.99,Zero-Zero,Optimal,Night,Rain,Land,0,Stable,13.51,1,severe
13328.17,486.59,Zero-Zero,Optimal,Night,Storm,Land,0,Stable,13.95,1,severe
9388.08,504.32,Zero-Zero,Optimal,Day,Rain,Water,0,Stable,7.62,1,Minor
5880.03,311.47,Conventional,Slouched,Day,Clear,Land,0,Stable,16.16,1,None
14962.21,524.12,Conventional,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
14130.8,736.74,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,6.17,1,Minor
9192.22,375.87,Zero-Zero,Optimal,Day,Storm,Land,0,Stable,7.12,1,Minor
13252.7,366.75,Conventional,Optimal,Night,Clear,Land,0,Stable,14.82,1,severe
21749.35,510.48,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,12.96,1,severe
13890.86,701.8,Zero-Zero,Slouched,Night,Clear,Land,0,Stable,8.35,1,Minor
7690.72,674.24,Conventional,Optimal,Night,Clear,Water,0,Stable,7.95,1,Minor
13121.29,380.32,Zero-Zero,Slouched,Day,Rain,Land,1,Stable,17.67,1,None
12347.24,399.48,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,17.96,1,None
35493.74,914.74,Zero-Zero,Optimal,Day,Storm,Water,0,Stable,20.0,1,None
7284.53,677.26,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,9.42,1,severe
19076.92,331.85,Zero-Zero,Slouched,Day,Clear,Water,0,Stable,8.58,1,Minor
16404.82,421.24,Conventional,Optimal,Day,Clear,Land,0,Stable,19.45,1,None
8873.63,481.82,Zero-Zero,Optimal,Night,Storm,Land,0,Stable,9.15,1,severe
15088.66,651.96,Zero-Zero,Slouched,Night,Clear,Land,0,Stable,8.86,1,Minor
16098.43,433.35,Conventional,Optimal,Day,Rain,Water,0,Stable,10.6,1,severe
21776.9,357.85,Zero-Zero,Optimal,Night,Clear,Land,1,Stable,11.95,1,severe
18679.5,369.25,Zero-Zero,Optimal,Day,Rain,Land,0,Stable,9.25,1,severe
16414.4,291.89,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,15.38,1,None
18089.58,559.5,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,16.76,1,None
5497.83,223.69,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,8.08,1,Minor
11145.06,511.66,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,7.69,1,Minor
17202.72,352.95,Conventional,Optimal,Night,Storm,Mountain,0,Stable,9.21,1,severe
8084.37,543.91,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,16.43,1,None
14304.08,783.51,Zero-Zero,Slouched,Day,Storm,Land,0,Stable,19.45,1,None
5058.43,803.31,Zero-Zero,Slouched,Night,Rain,Land,0,Stable,12.37,1,severe
12828.66,434.37,Zero-Zero,Slouched,Night,Clear,Land,0,Stable,9.47,1,severe
20861.4,825.16,Conventional,Optimal,Night,Clear,Land,0,Stable,16.51,1,None
6908.05,392.73,Conventional,Optimal,Day,Clear,Land,0,Stable,8.72,1,Minor
6292.41,729.82,Zero-Zero,Slouched,Day,Clear,Land,0,Stable,19.41,1,None
17462.92,687.89,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,7.31,1,Minor
20005.33,261.27,Conventional,Optimal,Day,Clear,Land,0,Stable,6.06,1,Minor
10637.36,663.15,Zero-Zero,Optimal,Night,Rain,Land,1,Stable,13.19,1,severe
7633.88,486.74,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,10.46,1,severe
34684.74,379.69,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,18.47,1,None
10918.86,445.74,Conventional,Optimal,Night,Clear,Land,0,Stable,6.52,1,Minor
16885.09,228.1,Zero-Zero,Slouched,Day,Clear,Water,1,Stable,20.0,1,None
24326.82,411.67,Zero-Zero,Optimal,Night,Rain,Land,0,Stable,16.96,1,None
22317.64,747.87,Conventional,Optimal,Day,Clear,Water,0,Stable,5.66,1,Minor
6693.35,397.77,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,10.84,1,severe
8635.02,590.27,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
17464.93,480.28,Zero-Zero,Optimal,Day,Rain,Land,0,Stable,9.84,1,severe
5445.74,356.76,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,10.86,1,severe
10994.16,549.84,Conventional,Optimal,Night,Clear,Water,0,Stable,14.96,1,severe
10757.63,473.31,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,7.98,1,Minor
14000.67,665.35,Zero-Zero,Slouched,Day,Clear,Land,0,Stable,20.0,1,None
32550.26,341.48,Conventional,Optimal,Night,Clear,Land,0,Stable,12.96,1,severe
50000.0,802.48,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,6.75,1,Minor
10825.73,744.77,Conventional,Optimal,Day,Clear,Water,1,Stable,10.72,0,severe
5896.94,295.55,Conventional,Slouched,Day,Clear,Land,0,Stable,9.98,1,severe
8437.77,305.24,Conventional,Optimal,Day,Rain,Water,0,Stable,13.92,1,severe
6373.19,462.3,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,7.68,1,Minor
9470.89,922.33,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,10.61,1,severe
11108.88,341.27,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,7.44,1,Minor
13995.27,683.27,Zero-Zero,Optimal,Night,Storm,Land,1,Stable,10.15,1,severe
18884.35,455.21,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
6726.3,494.86,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,12.51,1,severe
17658.07,334.3,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,9.4,1,severe
18732.77,633.81,Conventional,Optimal,Night,Clear,Water,0,Stable,7.9,1,Minor
12340.2,830.29,Conventional,Optimal,Night,Storm,Land,1,Stable,20.0,0,Fatal
6927.13,451.65,Conventional,Optimal,Day,Clear,Land,0,Stable,17.87,1,None
19721.93,647.57,Zero-Zero,Optimal,Day,Rain,Water,0,Stable,18.44,1,None
22328.65,412.33,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,17.66,1,None
9781.99,475.11,Zero-Zero,Optimal,Day,Rain,Water,0,Stable,8.76,1,Minor
25727.82,504.1,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
5718.73,841.96,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,15.44,1,None
17821.78,719.6,Zero-Zero,Slouched,Night,Rain,Water,0,Stable,11.99,1,severe
15444.33,359.76,Zero-Zero,Slouched,Night,Rain,Land,0,Stable,20.0,1,None
31910.42,508.89,Zero-Zero,Optimal,Night,Clear,Land,1,Stable,10.19,1,severe
6655.7,334.12,Conventional,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
10160.4,862.4,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,18.62,1,None
22424.63,544.86,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,14.18,1,severe
17875.03,879.16,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,20.0,1,None
47542.8,351.05,Zero-Zero,Optimal,Night,Clear,Mountain,0,Stable,14.97,1,severe
14921.0,158.83,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
17136.7,611.85,Conventional,Optimal,Night,Clear,Land,0,Stable,14.99,1,severe
8900.97,370.29,Conventional,Optimal,Day,Clear,Land,0,Stable,13.85,1,severe
7879.31,484.74,Zero-Zero,Slouched,Day,Storm,Land,0,Stable,7.17,1,Minor
6383.56,459.52,Conventional,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
9722.0,366.73,Zero-Zero,Optimal,Night,Storm,Water,0,Stable,9.14,1,severe
14744.54,367.62,Zero-Zero,Optimal,Day,Storm,Land,1,Stable,12.39,1,severe
11492.98,758.91,Conventional,Optimal,Day,Clear,Land,0,Stable,7.92,1,Minor
38707.56,466.25,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,7.09,1,Minor
23861.38,583.88,Zero-Zero,Slouched,Night,Clear,Water,0,Stable,13.38,1,severe
5608.48,719.82,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,19.62,1,None
30315.13,611.74,Zero-Zero,Optimal,Night,Rain,Water,0,Stable,20.0,1,None
13960.9,279.33,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,12.95,1,severe
22193.8,302.43,Zero-Zero,Slouched,Day,Clear,Land,0,Stable,12.53,1,severe
5749.28,509.42,Conventional,Optimal,Day,Storm,Water,0,Stable,14.41,1,severe
20940.76,592.43,Zero-Zero,Optimal,Day,Storm,Land,0,Stable,12.28,1,severe
10025.62,687.98,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,14.22,1,severe
16948.38,608.35,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,9.86,1,severe
17352.6,891.19,Conventional,Optimal,Day,Clear,Land,0,Stable,11.16,1,severe
17078.41,711.44,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,10.05,1,severe
5091.11,837.6,Zero-Zero,Slouched,Day,Clear,Water,0,Stable,12.13,1,severe
17629.1,918.91,Zero-Zero,Optimal,Night,Rain,Land,0,Stable,19.73,1,None
8595.35,452.37,Zero-Zero,Optimal,Day,Storm,Land,1,Stable,12.3,1,severe
5531.12,493.45,Zero-Zero,Slouched,Day,Rain,Mountain,0,Stable,11.04,1,severe
19178.25,907.23,Zero-Zero,Slouched,Night,Clear,Water,0,Stable,20.0,1,None
6876.2,414.7,Conventional,Optimal,Day,Rain,Land,0,Stable,13.45,1,severe
10926.75,636.12,Conventional,Optimal,Night,Rain,Land,1,Stable,13.39,0,severe
9913.01,374.15,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,20.0,1,None
50000.0,1093.76,Zero-Zero,Optimal,Day,Rain,Water,0,Stable,16.04,1,None
16002.06,533.73,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,7.71,1,Minor
17073.37,606.44,Conventional,Optimal,Day,Clear,Land,0,Stable,6.37,1,Minor
12602.4,513.47,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,10.85,1,severe
5611.46,417.63,Conventional,Optimal,Day,Rain,Water,0,Stable,17.25,1,None
13652.47,400.74,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,7.83,1,Minor
14925.03,956.5,Conventional,Optimal,Day,Clear,Land,0,Stable,13.55,1,severe
23610.65,409.93,Conventional,Optimal,Night,Storm,Land,0,Stable,11.99,1,severe
24260.02,237.52,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,11.6,1,severe
23579.75,567.66,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,18.95,1,None
14123.09,683.33,Conventional,Optimal,Day,Clear,Mountain,0,Stable,8.41,1,Minor
20157.51,762.7,Conventional,Slouched,Day,Clear,Water,0,Stable,17.55,0,Fatal
13975.65,760.18,Zero-Zero,Optimal,Night,Rain,Water,0,Stable,14.28,1,severe
5885.35,631.82,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,15.74,1,None
20649.79,719.89,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,16.03,1,None
40240.5,735.79,Zero-Zero,Slouched,Day,Clear,Water,0,Stable,10.79,1,severe
16244.21,519.14,Zero-Zero,Slouched,Day,Clear,Water,0,Stable,5.65,1,Minor
14460.1,784.63,Conventional,Optimal,Night,Clear,Land,0,Stable,17.12,1,None
5178.47,940.32,Zero-Zero,Optimal,Night,Rain,Land,0,Stable,10.58,1,severe
7721.84,331.27,Zero-Zero,Optimal,Day,Storm,Water,0,Stable,5.99,1,Minor
11287.69,495.85,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,15.53,1,None
13457.82,732.03,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
6095.72,402.02,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,6.16,1,Minor
7900.69,733.85,Zero-Zero,Slouched,Day,Clear,Water,0,Stable,12.23,1,severe
10968.91,509.5,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,17.54,1,None
5828.01,476.19,Zero-Zero,Optimal,Night,Rain,Land,0,Stable,8.85,1,Minor
6269.34,630.21,Zero-Zero,Optimal,Day,Clear,Land,1,Stable,16.64,1,None
29650.93,617.99,Conventional,Slouched,Day,Clear,Land,0,Stable,5.34,1,Minor
12794.99,429.59,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,19.15,1,None
35527.62,541.74,Conventional,Optimal,Day,Storm,Land,0,Stable,7.59,1,Minor
7972.77,279.68,Zero-Zero,Slouched,Day,Clear,Land,0,Stable,20.0,1,None
37617.71,660.72,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,15.55,1,None
16061.9,507.74,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,16.32,1,None
17658.69,422.83,Zero-Zero,Optimal,Day,Storm,Water,0,Stable,16.06,1,None
14902.96,732.89,Zero-Zero,Optimal,Day,Clear,Mountain,0,Stable,7.52,1,Minor
8106.9,489.05,Conventional,Slouched,Day,Clear,Water,1,Stable,11.11,0,severe
5426.48,1025.24,Conventional,Optimal,Night,Clear,Mountain,0,Stable,9.37,1,severe
28300.08,405.93,Zero-Zero,Slouched,Day,Clear,Mountain,0,Stable,13.08,1,severe
7471.66,328.06,Zero-Zero,Slouched,Day,Clear,Mountain,0,Stable,8.77,1,Minor
25890.23,818.04,Conventional,Optimal,Day,Clear,Water,0,Stable,15.08,1,None
15411.75,369.96,Conventional,Optimal,Day,Clear,Mountain,0,Stable,15.68,1,None
31186.33,568.92,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,19.15,1,None
7870.54,751.45,Zero-Zero,Optimal,Day,Rain,Water,0,Stable,10.93,1,severe
10152.12,670.59,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,8.34,1,Minor
26461.68,428.89,Conventional,Optimal,Day,Clear,Mountain,0,Stable,17.14,1,None
13430.78,641.38,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,7.44,1,Minor
8865.06,805.88,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,13.3,1,severe
5337.97,631.88,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,15.74,1,None
10634.77,332.5,Zero-Zero,Optimal,Day,Rain,Land,0,Stable,20.0,1,None
42510.19,464.56,Zero-Zero,Slouched,Night,Clear,Land,0,Stable,16.59,1,None
14949.88,510.73,Conventional,Optimal,Day,Storm,Land,0,Stable,6.42,1,Minor
8271.92,803.96,Conventional,Slouched,Day,Rain,Water,0,Stable,20.0,0,Fatal
16458.57,590.3,Conventional,Optimal,Day,Clear,Water,0,Stable,20.0,1,None
8880.19,394.75,Zero-Zero,Optimal,Night,Rain,Land,0,Stable,13.6,1,severe
27655.26,454.86,Conventional,Optimal,Day,Storm,Water,1,Stable,11.51,0,severe
10163.04,400.22,Conventional,Optimal,Night,Clear,Land,0,Stable,7.36,1,Minor
15600.24,260.79,Conventional,Optimal,Day,Clear,Land,1,Stable,5.69,1,Minor
8737.9,839.56,Zero-Zero,Slouched,Day,Clear,Land,0,Stable,6.12,1,Minor
19057.34,929.92,Conventional,Optimal,Night,Clear,Mountain,0,Stable,5.85,1,Minor
15402.79,826.78,Conventional,Slouched,Day,Clear,Water,0,Stable,12.64,0,severe
7368.75,275.18,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,15.18,1,None
5605.3,209.87,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,13.17,1,severe
17584.66,514.64,Zero-Zero,Slouched,Day,Clear,Land,0,Stable,11.18,1,severe
8117.56,309.98,Conventional,Slouched,Night,Clear,Mountain,0,Stable,20.0,1,None
34785.27,611.55,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,11.77,1,severe
8687.73,327.4,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,10.57,1,severe
5663.96,555.02,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,13.58,1,severe
11326.45,433.26,Zero-Zero,Optimal,Day,Storm,Water,0,Stable,7.27,1,Minor
5736.54,823.86,Zero-Zero,Optimal,Night,Storm,Land,0,Stable,9.64,1,severe
20799.4,412.98,Conventional,Slouched,Day,Clear,Land,0,Stable,10.73,1,severe
19056.67,580.02,Zero-Zero,Slouched,Night,Clear,Water,0,Stable,11.19,1,severe
8144.23,392.76,Zero-Zero,Slouched,Day,Clear,Water,0,Stable,8.69,1,Minor
5747.1,538.54,Zero-Zero,Slouched,Night,Clear,Water,0,Stable,15.59,1,None
30491.58,439.57,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,12.72,1,severe
16019.79,415.76,Zero-Zero,Optimal,Night,Clear,Land,1,Stable,12.14,1,severe
11399.8,684.8,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
14943.52,268.34,Zero-Zero,Optimal,Day,Clear,Mountain,0,Stable,14.38,1,severe
13337.92,420.11,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,11.75,1,severe
12237.73,387.16,Zero-Zero,Optimal,Night,Storm,Land,1,Stable,19.89,1,None
13368.44,346.9,Zero-Zero,Optimal,Day,Rain,Water,0,Stable,9.63,1,severe
13069.72,850.67,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
6182.53,607.16,Conventional,Optimal,Day,Storm,Land,0,Stable,11.06,1,severe
10610.67,571.49,Zero-Zero,Slouched,Night,Clear,Land,0,Stable,14.87,1,severe
9382.16,238.27,Zero-Zero,Slouched,Night,Clear,Mountain,0,Stable,20.0,1,None
6883.96,190.09,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,12.95,1,severe
9143.06,737.78,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
6036.37,321.66,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,11.58,1,severe
20627.21,416.26,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,16.43,1,None
22642.9,813.85,Conventional,Optimal,Day,Clear,Water,0,Stable,6.6,1,Minor
19149.22,604.45,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,11.73,1,severe
6648.85,397.63,Zero-Zero,Slouched,Day,Clear,Water,0,Stable,9.33,1,severe
6558.91,543.35,Conventional,Optimal,Night,Clear,Water,0,Stable,13.1,1,severe
22167.2,293.24,Zero-Zero,Slouched,Day,Clear,Water,1,Stable,11.32,1,severe
5152.08,524.22,Conventional,Optimal,Day,Clear,Land,0,Stable,10.16,1,severe
5696.38,613.3,Conventional,Optimal,Night,Clear,Water,0,Stable,20.0,1,None
8694.02,724.13,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,8.8,1,Minor
24959.15,842.24,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,10.03,1,severe
8449.71,460.77,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,9.66,1,severe
14147.79,427.93,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,19.54,1,None
16844.7,307.14,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,6.2,1,Minor
48902.94,624.91,Conventional,Optimal,Day,Clear,Water,0,Stable,19.0,1,None
14280.99,645.97,Zero-Zero,Optimal,Day,Clear,Mountain,1,Stable,14.33,1,severe
14317.36,543.86,Zero-Zero,Slouched,Night,Storm,Water,0,Stable,11.01,1,severe
9539.33,354.55,Conventional,Slouched,Day,Clear,Land,0,Stable,6.46,1,Minor
13497.89,196.88,Zero-Zero,Optimal,Day,Storm,Land,0,Stable,20.0,1,None
28851.54,399.18,Zero-Zero,Optimal,Night,Rain,Land,0,Stable,20.0,1,None
37051.23,438.91,Zero-Zero,Optimal,Night,Clear,Land,1,Stable,14.76,1,severe
39458.04,777.32,Conventional,Optimal,Night,Rain,Land,0,Stable,9.24,1,severe
